StockCode,Description,total_revenue,total_quantity_sold,total_transactions,Revenue_per_Transaction,first_sale_date,last_sale_date,product_lifetime_days,Lifetime_Tier,days_since_last_sale,Activity_Status,is_churned,Churn_Status,segment,Revenue_Tier
,small red retrospot mug in box,2157.3,576,124,17.39758064516129,2010-04-07 13:54:00,2010-12-08 14:38:00,245,Medium,1,Active,0,Active,At Risk,High
,childs garden brush blue,2156.21,1051,194,11.114484536082474,2010-03-25 14:12:00,2010-12-09 18:58:00,259,Medium,0,Active,0,Active,At Risk,High
,green  spotty plate,2155.17,1308,146,14.761438356164383,2009-12-01 11:21:00,2010-10-04 11:16:00,306,Medium,66,Inactive,1,Churned,Churned,High
,childrens garden gloves pink,2154.69,1483,266,8.100338345864662,2010-03-25 14:12:00,2010-12-09 16:31:00,259,Medium,0,Active,0,Active,At Risk,High
,red spotty big bowl,2150.85,423,101,21.295544554455443,2009-12-01 13:41:00,2010-09-20 12:54:00,292,Medium,80,Inactive,1,Churned,Churned,High
,set of 4 napkin charms hearts,2147.08,868,135,15.904296296296296,2010-07-18 12:49:00,2010-12-09 13:08:00,144,Medium,0,Active,0,Active,At Risk,High
,set 12 lavender  botanical t-lights,2143.86,750,148,14.48554054054054,2009-12-02 12:06:00,2010-12-09 13:34:00,372,Medium,0,Active,0,Active,At Risk,High
84509A,set of 4 english rose placemats,2139.27,528,153,13.982156862745098,2010-02-16 14:32:00,2010-12-09 14:09:00,295,Medium,0,Active,0,Active,At Risk,High
,set/6 fruit salad  paper plates,2130.62,14660,38,56.06894736842105,2009-12-10 13:59:00,2010-10-11 12:52:00,304,Medium,59,At Risk,0,Active,At Risk,High
,japanese crocheted animal,2128.72,5196,182,11.696263736263735,2009-12-01 12:32:00,2010-11-22 11:39:00,355,Medium,17,Active,0,Active,At Risk,High
,heads and tails sporting fun,2126.66,1604,237,8.97324894514768,2010-03-25 14:22:00,2010-12-09 15:16:00,259,Medium,0,Active,0,Active,At Risk,High
,"christmas garland stars,trees",2126.45,834,98,21.6984693877551,2009-12-01 14:28:00,2010-12-05 12:57:00,368,Medium,4,Active,0,Active,Weak,High
,cosmetic bag vintage rose paisley,2126.4,1024,154,13.807792207792208,2009-12-01 13:07:00,2010-12-06 16:57:00,370,Medium,3,Active,0,Active,At Risk,High
,assorted cakes fridge magnets,2126.27,2806,180,11.812611111111112,2009-12-01 09:28:00,2010-12-02 11:41:00,366,Medium,7,Active,0,Active,At Risk,High
,charlotte bag pink polkadot,2125.45,1715,183,11.61448087431694,2010-09-23 14:15:00,2010-12-09 14:09:00,76,Short,0,Active,0,Active,At Risk,High
,dinosaurs  writing set,2121.96,1178,283,7.49809187279152,2009-12-01 09:24:00,2010-12-09 20:01:00,373,Medium,0,Active,0,Active,At Risk,High
,white bell honeycomb paper,2117.2999999999997,1143,145,14.602068965517239,2009-12-01 14:44:00,2010-12-09 16:53:00,373,Medium,0,Active,0,Active,At Risk,High
,set of 72 skull paper  doilies,2115.87,1536,137,15.444306569343064,2009-12-02 13:57:00,2010-12-09 20:01:00,372,Medium,0,Active,0,Active,At Risk,High
,folding umbrella  choc/white  spot,2115.77,533,49,43.178979591836736,2009-12-02 11:31:00,2010-09-27 09:23:00,298,Medium,73,Inactive,1,Churned,Churned,High
,set of 6 kashmir folkart baubles,2114.37,444,118,17.918389830508474,2009-12-01 14:28:00,2010-12-09 13:59:00,372,Medium,0,Active,0,Active,At Risk,High
,childs garden brush pink,2112.48,1036,180,11.736,2010-03-25 14:12:00,2010-12-07 15:34:00,257,Medium,2,Active,0,Active,At Risk,High
,mini jigsaw spaceboy,2110.38,5023,180,11.724333333333334,2010-03-25 16:25:00,2010-12-08 16:49:00,258,Medium,1,Active,0,Active,At Risk,High
85040A,s/4 pink flower candles in bowl,2103.7599999999998,1198,250,8.41504,2009-12-01 14:50:00,2010-12-07 18:36:00,371,Medium,2,Active,0,Active,At Risk,High
,bath duck watering can,2102.46,848,110,19.113272727272726,2009-12-03 14:28:00,2010-08-18 11:16:00,257,Medium,113,Inactive,1,Churned,Churned,High
40018F,cherry design paperlanterns,2100.33,1092,117,17.951538461538462,2009-12-01 13:31:00,2010-09-05 10:54:00,277,Medium,95,Inactive,1,Churned,Churned,High
,magic drawing slate circus parade,2093.89,4728,221,9.474615384615385,2010-03-31 11:58:00,2010-12-09 14:09:00,253,Medium,0,Active,0,Active,At Risk,High
,rex cash+carry jumbo shopper,2091.9,2204,1075,1.945953488372093,2009-12-01 11:57:00,2010-12-09 20:01:00,373,Medium,0,Active,0,Active,At Risk,High
,dairy maid stripe mug,2091.21,633,78,26.810384615384617,2009-12-09 09:42:00,2010-12-07 13:01:00,363,Medium,2,Active,0,Active,Weak,High
79323S,silver cherry lights,2084.32,334,56,37.220000000000006,2009-12-01 10:46:00,2010-09-16 09:07:00,288,Medium,84,Inactive,1,Churned,Churned,High
,s/15 silver glass baubles in bag,2082.93,1653,171,12.180877192982456,2009-12-01 13:29:00,2010-12-09 13:08:00,372,Medium,0,Active,0,Active,At Risk,High
,girly pink tool set,2079.4700000000003,381,110,18.90427272727273,2009-12-01 13:41:00,2010-12-01 09:41:00,364,Medium,8,Active,0,Active,At Risk,High
84797B,blue savannah picnic hamper for 4,2077.82,344,52,39.95807692307692,2009-12-01 14:43:00,2010-06-01 12:00:00,181,Medium,191,Inactive,1,Churned,Churned,High
,12 pencils tall tube red spotty,2074.06,2358,258,8.038992248062016,2009-12-01 12:47:00,2010-11-02 12:37:00,335,Medium,37,At Risk,0,Active,At Risk,High
,green christmas tree string 20light,2072.9900000000002,434,74,28.01337837837838,2009-12-01 11:45:00,2010-12-06 14:51:00,370,Medium,3,Active,0,Active,Weak,High
,carnival bracelet,2071.64,163,86,24.088837209302323,2009-12-01 10:59:00,2010-12-06 16:57:00,370,Medium,3,Active,0,Active,Weak,High
,"elephant, birthday card,",2070.12,4990,326,6.350061349693251,2009-12-02 12:32:00,2010-12-06 16:57:00,369,Medium,3,Active,0,Active,At Risk,High
,red love heart shape cup,2069.08,2319,241,8.58539419087137,2009-12-01 12:32:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,At Risk,High
,hanging glass etched tealight,2067.91,1272,118,17.52466101694915,2009-12-03 11:25:00,2010-12-09 14:05:00,371,Medium,0,Active,0,Active,At Risk,High
,eau de nil diner wall clock,2067.2,248,119,17.37142857142857,2009-12-01 17:31:00,2010-06-04 09:52:00,184,Medium,188,Inactive,1,Churned,Churned,High
,rocking horse green christmas,2066.7999999999997,2288,203,10.181280788177338,2010-07-22 15:06:00,2010-12-09 14:55:00,139,Medium,0,Active,0,Active,At Risk,High
84509B,set of 4 fairy cake placemats,2064.9700000000003,540,133,15.526090225563912,2010-02-18 14:43:00,2010-12-08 11:16:00,292,Medium,1,Active,0,Active,At Risk,High
,60 gold and silver fairy cake cases,2061.09,4246,191,10.791047120418849,2009-12-01 11:58:00,2010-11-07 11:55:00,340,Medium,32,At Risk,0,Active,At Risk,High
,gumball magazine rack,2060.76,268,86,23.96232558139535,2010-10-17 10:56:00,2010-12-08 16:48:00,52,Short,1,Active,0,Active,Weak,High
,cowboys and indians birthday card,2059.71,5064,360,5.721416666666666,2009-12-03 13:51:00,2010-12-07 15:28:00,369,Medium,2,Active,0,Active,At Risk,High
,set/20 woodland paper napkins,2058.1,2790,192,10.719270833333333,2009-12-02 13:00:00,2010-09-09 17:46:00,281,Medium,91,Inactive,1,Churned,Churned,High
,triangular pouffe vintage,2053.5299999999997,103,55,37.33690909090909,2009-12-02 12:06:00,2010-12-09 11:48:00,371,Medium,0,Active,0,Active,Weak,High
,pack 20 dolly pegs,2051.0,2505,231,8.878787878787879,2009-12-01 09:28:00,2010-10-15 13:15:00,318,Medium,55,At Risk,0,Active,At Risk,High
,brocante coat rack,2047.45,266,31,66.04677419354839,2010-10-17 09:54:00,2010-12-09 14:09:00,53,Short,0,Active,0,Active,Weak,High
,red retrospot apron,2047.1000000000001,372,76,26.935526315789474,2010-09-27 15:56:00,2010-12-09 14:08:00,72,Short,0,Active,0,Active,Weak,High
,christmas hanging heart with bell,2041.1399999999999,1596,153,13.34078431372549,2009-12-01 18:13:00,2010-12-08 14:43:00,371,Medium,1,Active,0,Active,At Risk,High
,toast its - best mum,2040.61,1733,130,15.697,2009-12-02 09:47:00,2010-12-08 13:53:00,371,Medium,1,Active,0,Active,At Risk,High
,retrospot party bag + sticker set,2039.5499999999997,1291,105,19.424285714285713,2010-09-23 14:47:00,2010-12-09 14:56:00,77,Short,0,Active,0,Active,Weak,High
,set 12 wildflower botanical t-light,2025.77,698,113,17.92716814159292,2009-12-01 12:33:00,2010-09-29 14:43:00,302,Medium,71,Inactive,1,Churned,Churned,High
,mobile vintage hearts,2022.33,453,134,15.092014925373133,2009-12-01 13:29:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,At Risk,High
,lads only tissue box,2022.21,1725,160,12.6388125,2009-12-02 09:47:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,At Risk,High
47591C,blue fairy cake child's apron,2021.47,1051,158,12.794113924050633,2009-12-01 13:37:00,2010-07-07 11:18:00,217,Medium,155,Inactive,1,Churned,Churned,High
15044C,purple paper parasol,2019.0400000000002,657,145,13.924413793103449,2009-12-01 14:28:00,2010-12-06 14:51:00,370,Medium,3,Active,0,Active,At Risk,High
,ivory diner wall clock,2016.2,242,97,20.78556701030928,2010-09-24 12:39:00,2010-12-09 18:09:00,76,Short,0,Active,0,Active,Weak,High
,porcelain t-light holders assorted,2013.73,1559,148,13.606283783783784,2009-12-01 12:13:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,At Risk,High
,t-light holder hanging lace,2008.59,1551,134,14.989477611940298,2009-12-09 14:48:00,2010-12-06 16:57:00,362,Medium,3,Active,0,Active,At Risk,High
84912B,green rose washbag,2008.55,822,107,18.7714953271028,2009-12-01 11:37:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,Weak,High
79323G,gold  cherry lights,2007.88,314,61,32.916065573770496,2009-12-01 18:03:00,2010-04-19 12:39:00,138,Medium,234,Inactive,1,Churned,Churned,High
,red retrospot oven glove,2001.34,1546,140,14.295285714285713,2010-09-27 10:56:00,2010-12-09 16:35:00,73,Short,0,Active,0,Active,At Risk,High
,magnets pack of 4 vintage collage,1999.64,1726,102,19.604313725490197,2010-03-26 13:46:00,2010-12-09 14:09:00,258,Medium,0,Active,0,Active,Weak,High
,floral folk stationery set,1994.3500000000001,961,167,11.942215568862276,2009-12-01 12:14:00,2010-12-09 16:31:00,373,Medium,0,Active,0,Active,At Risk,High
,cream sweetheart egg holder,1992.47,406,89,22.387303370786515,2010-09-16 14:08:00,2010-12-09 09:34:00,83,Short,0,Active,0,Active,Weak,High
,blue padded soft mobile,1989.22,470,168,11.840595238095238,2009-12-01 09:08:00,2010-11-29 13:55:00,363,Medium,10,Active,0,Active,At Risk,High
84031B,charlie lola blue hot water bottle,1988.27,564,141,14.101205673758866,2009-12-01 09:24:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,At Risk,High
,pink flower crochet food cover,1985.3400000000001,558,110,18.048545454545454,2009-12-01 13:29:00,2010-12-03 12:24:00,366,Medium,6,Active,0,Active,At Risk,High
,skulls writing set,1984.56,1098,258,7.692093023255814,2009-12-02 12:13:00,2010-12-09 20:01:00,372,Medium,0,Active,0,Active,At Risk,High
,assorted ice cream fridge magnets,1981.8500000000001,2869,164,12.084451219512196,2009-12-01 14:28:00,2010-09-09 15:44:00,282,Medium,91,Inactive,1,Churned,Churned,High
,set of 2 round tins camembert,1980.72,672,143,13.85118881118881,2010-01-29 13:46:00,2010-12-09 10:37:00,313,Medium,0,Active,0,Active,At Risk,High
,empire gift wrap,1977.5,4875,155,12.758064516129032,2009-12-02 13:20:00,2010-11-30 15:09:00,363,Medium,9,Active,0,Active,At Risk,High
,silk purse russian doll red,1975.27,605,88,22.44625,2010-03-17 10:34:00,2010-08-19 16:53:00,155,Medium,112,Inactive,1,Churned,Churned,High
,set of 6 cake chopsticks,1971.96,1668,123,16.03219512195122,2009-12-01 11:45:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,At Risk,High
,set of 4 diamond napkin rings,1970.71,260,63,31.281111111111112,2009-12-01 13:29:00,2010-12-07 15:59:00,371,Medium,2,Active,0,Active,Weak,High
,opulent velvet set/3 candles,1969.6299999999999,1271,126,15.631984126984126,2009-12-02 16:18:00,2010-11-26 14:41:00,358,Medium,13,Active,0,Active,At Risk,High
85184C,s/4 valentine decoupage heart box,1967.99,640,158,12.455632911392405,2009-12-01 14:28:00,2010-12-02 13:38:00,365,Medium,7,Active,0,Active,At Risk,Medium
,money box biscuits design,1965.76,1436,107,18.37158878504673,2010-03-26 13:46:00,2010-12-06 09:58:00,254,Medium,3,Active,0,Active,Weak,Medium
,3 hook hanger magic garden,1965.41,1083,73,26.923424657534248,2010-09-17 11:33:00,2010-12-09 14:09:00,83,Short,0,Active,0,Active,Weak,Medium
,silk purse babushka red,1964.3700000000001,567,119,16.507310924369747,2010-08-11 12:19:00,2010-12-09 15:16:00,120,Medium,0,Active,0,Active,At Risk,Medium
,green spotty bowl,1963.44,1564,214,9.174953271028038,2009-12-01 14:28:00,2010-10-04 11:16:00,306,Medium,66,Inactive,1,Churned,Churned,Medium
,heart t-light holder,1962.9399999999998,2589,151,12.999602649006622,2009-12-01 15:19:00,2010-12-08 14:59:00,371,Medium,1,Active,0,Active,At Risk,Medium
,wrap christmas village,1962.5,4825,142,13.820422535211268,2010-09-06 17:13:00,2010-12-03 11:41:00,87,Short,6,Active,0,Active,At Risk,Medium
84872A,teatime funky flower backpack for 2,1953.8999999999999,176,100,19.538999999999998,2009-12-01 14:44:00,2010-12-09 16:31:00,373,Medium,0,Active,0,Active,Weak,Medium
,large red babushka notebook,1948.8400000000001,1622,158,12.334430379746836,2010-08-08 15:53:00,2010-12-09 14:09:00,122,Medium,0,Active,0,Active,At Risk,Medium
,kitchen metal sign,1937.0400000000002,3577,410,4.724487804878049,2009-12-01 14:28:00,2010-12-09 16:52:00,373,Medium,0,Active,0,Active,At Risk,Medium
,large medina stamped metal bowl,1935.63,397,100,19.3563,2009-12-03 15:35:00,2010-12-09 14:28:00,370,Medium,0,Active,0,Active,Weak,Medium
,dairy maid  pudding bowl,1924.51,1308,51,37.73549019607843,2009-12-01 12:02:00,2010-12-09 13:34:00,373,Medium,0,Active,0,Active,Weak,Medium
,set of 4 napkin charms cutlery,1917.96,766,124,15.467419354838709,2010-07-23 12:02:00,2010-12-09 14:28:00,139,Medium,0,Active,0,Active,At Risk,Medium
,cosy slipper shoes large green,1913.9,586,155,12.347741935483871,2009-12-01 13:29:00,2010-12-09 14:09:00,373,Medium,0,Active,0,Active,At Risk,Medium
,light garland butterfiles pink,1910.54,502,52,36.74115384615384,2010-10-22 11:07:00,2010-12-09 15:32:00,48,Short,0,Active,0,Active,Weak,Medium
,set/10 pink polkadot party candles,1909.36,1610,87,21.946666666666665,2010-09-24 12:05:00,2010-12-09 12:17:00,76,Short,0,Active,0,Active,Weak,Medium
84519A,tomato charlie+lola coaster set,1906.51,695,117,16.294957264957265,2009-12-01 09:24:00,2010-12-06 16:57:00,370,Medium,3,Active,0,Active,At Risk,Medium
85162B,black retrodisc lampshade,1905.15,977,13,146.55,2009-12-07 16:28:00,2010-06-08 12:55:00,182,Medium,184,Inactive,1,Churned,Churned,Medium
,magic drawing slate purdey,1901.24,4810,210,9.05352380952381,2010-03-28 13:31:00,2010-12-09 11:35:00,255,Medium,0,Active,0,Active,At Risk,Medium
,glitter heart garland with bells,1899.28,499,99,19.184646464646466,2009-12-01 14:58:00,2010-12-08 15:56:00,372,Medium,1,Active,0,Active,Weak,Medium
,glitter star garland with bells,1898.01,472,100,18.9801,2009-12-01 11:34:00,2010-12-08 14:25:00,372,Medium,1,Active,0,Active,Weak,Medium
,red retrospot peg bag,1896.22,909,132,14.36530303030303,2010-09-27 16:15:00,2010-12-09 12:17:00,72,Short,0,Active,0,Active,At Risk,Medium
,glass cake stand,1891.7,120,66,28.662121212121214,2009-12-02 14:43:00,2010-11-07 12:31:00,339,Medium,32,At Risk,0,Active,At Risk,Medium
,medium medina stamped metal bowl,1888.43,652,98,19.26969387755102,2009-12-02 14:36:00,2010-12-09 14:28:00,371,Medium,0,Active,0,Active,Weak,Medium
,dairy maid butter dish,1885.33,1209,39,48.34179487179487,2010-04-07 11:04:00,2010-09-09 15:44:00,155,Medium,91,Inactive,1,Churned,Churned,Medium
,funky diva pen,1884.83,2174,65,28.997384615384615,2010-09-30 14:46:00,2010-12-09 13:03:00,69,Short,0,Active,0,Active,Weak,Medium
,silver plate candle bowl small,1874.18,607,92,20.371521739130436,2009-12-01 14:28:00,2010-12-08 15:59:00,372,Medium,1,Active,0,Active,Weak,Medium
,party cones candy tree decoration,1873.8,2064,75,24.983999999999998,2009-12-02 13:33:00,2010-12-05 13:42:00,368,Medium,4,Active,0,Active,Weak,Medium
,silver lattice vanilla candle pot,1872.87,493,107,17.503457943925234,2009-12-01 14:59:00,2010-12-09 12:49:00,372,Medium,0,Active,0,Active,Weak,Medium
,set/6 woodland paper cups,1872.68,13731,66,28.373939393939395,2009-12-01 09:57:00,2010-07-12 12:44:00,223,Medium,150,Inactive,1,Churned,Churned,Medium
,silver plate candle bowl large,1871.23,477,101,18.527029702970296,2009-12-01 14:28:00,2010-09-14 13:45:00,286,Medium,86,Inactive,1,Churned,Churned,Medium
,set/6 woodland paper plates,1868.7,13700,47,39.759574468085106,2009-12-01 09:57:00,2010-03-18 12:47:00,107,Medium,266,Inactive,1,Churned,Churned,Medium
,6 ribbons empire,1867.95,1129,161,11.602173913043478,2009-12-01 11:45:00,2010-12-07 15:28:00,371,Medium,2,Active,0,Active,At Risk,Medium
,5 hook hanger magic toadstool,1867.11,1190,83,22.495301204819278,2010-09-17 13:08:00,2010-12-09 14:09:00,83,Short,0,Active,0,Active,Weak,Medium
,red retrospot pudding bowl,1865.37,424,127,14.687952755905512,2010-04-01 12:56:00,2010-12-08 14:22:00,251,Medium,1,Active,0,Active,At Risk,Medium
,airline bag vintage world champion,1860.26,342,155,12.001677419354838,2010-02-11 11:24:00,2010-12-09 14:09:00,301,Medium,0,Active,0,Active,At Risk,Medium
,small purple babushka notebook,1860.23,2138,264,7.046325757575758,2010-08-06 17:36:00,2010-12-09 17:27:00,124,Medium,0,Active,0,Active,At Risk,Medium
,wooden owls light garland,1859.79,483,52,35.76519230769231,2010-10-24 11:14:00,2010-12-09 15:32:00,46,Short,0,Active,0,Active,Weak,Medium
,blue felt easter egg basket,1859.4599999999998,1072,163,11.407730061349692,2009-12-14 14:02:00,2010-12-05 12:01:00,355,Medium,4,Active,0,Active,At Risk,Medium
,set 20 napkins fairy cakes design,1859.37,2454,185,10.050648648648648,2010-08-19 19:03:00,2010-12-09 19:23:00,112,Medium,0,Active,0,Active,At Risk,Medium
,ivory paper cup cake cases,1859.1,3410,171,10.871929824561404,2009-12-04 11:32:00,2010-12-08 14:46:00,369,Medium,1,Active,0,Active,At Risk,Medium
84856S,small tahiti beach bag,1858.61,463,32,58.0815625,2009-12-14 17:57:00,2010-07-19 15:58:00,216,Medium,143,Inactive,1,Churned,Churned,Medium
,childrens garden gloves blue,1853.0,1322,220,8.422727272727272,2010-03-25 14:12:00,2010-12-07 13:01:00,256,Medium,2,Active,0,Active,At Risk,Medium
,spotty pink duck doorstop,1851.48,430,129,14.352558139534883,2009-12-02 14:36:00,2010-12-09 14:09:00,371,Medium,0,Active,0,Active,At Risk,Medium
,wooden tree christmas scandinavian,1851.28,2023,230,8.04904347826087,2010-07-18 11:31:00,2010-12-09 14:55:00,144,Medium,0,Active,0,Active,At Risk,Medium
85164B,black baroque cuckoo clock,1851.22,141,66,28.04878787878788,2009-12-01 14:50:00,2010-09-29 13:17:00,301,Medium,71,Inactive,1,Churned,Churned,Medium
,milk bottle with glass stopper,1841.75,240,106,17.375,2009-12-03 12:28:00,2010-12-08 14:25:00,370,Medium,1,Active,0,Active,Weak,Medium
85162C,white retrodisc lampshade,1841.7,904,46,40.03695652173913,2009-12-02 12:46:00,2010-06-08 12:53:00,188,Medium,184,Inactive,1,Churned,Churned,Medium
,antique all glass candlestick,1836.6499999999999,1193,111,16.546396396396396,2009-12-01 14:28:00,2010-12-09 14:09:00,372,Medium,0,Active,0,Active,At Risk,Medium
,eucalyptus & pinecone  wreath,1829.45,539,93,19.671505376344086,2009-12-01 09:08:00,2010-12-07 18:36:00,371,Medium,2,Active,0,Active,Weak,Medium
84327A,pink jumper larry the lamb,1820.27,959,123,14.798943089430894,2009-12-01 10:59:00,2010-08-05 14:35:00,247,Medium,126,Inactive,1,Churned,Churned,Medium
,daisies  honeycomb garland,1817.91,1110,121,15.02404958677686,2009-12-06 15:24:00,2010-12-06 16:57:00,365,Medium,3,Active,0,Active,At Risk,Medium
,set/20 fruit salad paper napkins,1817.01,7095,138,13.166739130434783,2009-12-01 12:30:00,2010-11-24 09:54:00,357,Medium,15,Active,0,Active,At Risk,Medium
